script,grapheme,IPA,comment,source,omniglot
Avar,Ш,ʃ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Щ,ʃː,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ъ,ʔ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ы,ɨ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ь,ʲ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Э,e,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ю,ju,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ю,ʲu,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Я,ja,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Я,ʲa,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
